Rank,Major_code,Major,Total,Men,Women,old,Major_category,Median,Space,ShareWomen,Sample_size,Employed,Full_time,Part_time,Full_time_year_round,Unemployed,Unemployment_rate,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,Total_bin,temp,Median_bin,Histogram_column,midpoint
,,"Entertainers and Performers, Sports and Related Workers, All Other",45093.51656,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",38300,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Radio and Television Announcers,29717.5425,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,34200,Industrial,,,,,,,,,,,,,,,,,,
,,Public Address System and Other Announcers,13675.05269,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,30100,Industrial,,,,,,,,,,,,,,,,,,
,,Broadcast News Analysts,6981.797147,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,65400,Office,,,,,,,,,,,,,,,,,,
,,Reporters and Correspondents,42784.97704,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,40300,Industrial,,,,,,,,,,,,,,,,,,
,,Public Relations Specialists,258078.7058,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,60100,Office,,,,,,,,,,,,,,,,,,
,,Editors,131472.008,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,55000,Office,,,,,,,,,,,,,,,,,,
,,Technical Writers,53953.56703,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,72000,Office,,,,,,,,,,,,,,,,,,
,,Writers and Authors,148262.8034,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,47100,Office,,,,,,,,,,,,,,,,,,
,,Interpreters and Translators,86621.89284,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,50300,Office,,,,,,,,,,,,,,,,,,
,,"Media and Communication Workers, All Other",41140.45663,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,50000,Office,,,,,,,,,,,,,,,,,,
,,Audio and Video Equipment Technicians,100984.3757,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,43700,Industrial,,,,,,,,,,,,,,,,,,
,,Broadcast Technicians,34915.58521,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,40100,Industrial,,,,,,,,,,,,,,,,,,
,,Radio Operators,1309.171737,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,42200,Industrial,,,,,,,,,,,,,,,,,,
,,Sound Engineering Technicians,19760.35657,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,53000,Industrial,,,,,,,,,,,,,,,,,,
,,Photographers,134996.2615,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,37000,Industrial,,,,,,,,,,,,,,,,,,
,,"Camera Operators, Television, Video, and Motion Picture",27078.34502,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,50600,Industrial,,,,,,,,,,,,,,,,,,
,,Film and Video Editors,39073.88167,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,59700,Office,,,,,,,,,,,,,,,,,,
,,"Media and Communication Equipment Workers, All Other",26244.98903,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",78800,Industrial,,,,,,,,,,,,,,,,,,
,,Chiropractors,53132.98746,,,Healthcare Practitioners and Technical,"Cannot work remotely, non-essential",69600,Institutional,,,,,,,,,,,,,,,,,,
,,"Dentists, General",144308.4962,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",155500,Institutional,,,,,,,,,,,,,,,,,,
,,Oral and Maxillofacial Surgeons,6329.242767,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",214300,Institutional,,,,,,,,,,,,,,,,,,
,,Orthodontists,7181.925576,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",209900,Institutional,,,,,,,,,,,,,,,,,,
,,Prosthodontists,621.6782735,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",177700,Institutional,,,,,,,,,,,,,,,,,,
,,"Dentists, All Other Specialists",6278.412837,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",149400,Institutional,,,,,,,,,,,,,,,,,,
,,Dietitians and Nutritionists,71207.90433,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,60400,Institutional,,,,,,,,,,,,,,,,,,
,,Optometrists,46010.33879,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",112200,Institutional,,,,,,,,,,,,,,,,,,
,,Pharmacists,311424.2994,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",125900,Institutional,,,,,,,,,,,,,,,,,,
,,Anesthesiologists,34766.47045,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",261800,Institutional,,,,,,,,,,,,,,,,,,
,,Family and General Practitioners,127815.2837,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,200700,Institutional,,,,,,,,,,,,,,,,,,
,,"Internists, General",43186.38241,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,193700,Institutional,,,,,,,,,,,,,,,,,,
,,Obstetricians and Gynecologists,21067.36114,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,233700,Institutional,,,,,,,,,,,,,,,,,,
,,"Pediatricians, General",32374.84842,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,170500,Institutional,,,,,,,,,,,,,,,,,,
,,Psychiatrists,29499.44978,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,216400,Institutional,,,,,,,,,,,,,,,,,,
,,Surgeons,38816.66779,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",247000,Institutional,,,,,,,,,,,,,,,,,,
,,"Physicians and Surgeons, All Other",431195.0072,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",200000,Institutional,,,,,,,,,,,,,,,,,,
,,Physician Assistants,117751.1835,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",108600,Institutional,,,,,,,,,,,,,,,,,,
,,Podiatrists,11973.12337,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",132200,Institutional,,,,,,,,,,,,,,,,,,
,,Occupational Therapists,133780.1408,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,84000,Institutional,,,,,,,,,,,,,,,,,,
,,Physical Therapists,241385.6937,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",87400,Institutional,,,,,,,,,,,,,,,,,,
,,Radiation Therapists,19181.56605,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",82300,Institutional,,,,,,,,,,,,,,,,,,
,,Recreational Therapists,20010.17249,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",47900,Institutional,,,,,,,,,,,,,,,,,,
,,Respiratory Therapists,130296.5465,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",60300,Institutional,,,,,,,,,,,,,,,,,,
,,Speech-Language Pathologists,155156.6769,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,77200,Institutional,,,,,,,,,,,,,,,,,,
,,Exercise Physiologists,12557.54323,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,50800,Institutional,,,,,,,,,,,,,,,,,,
,,"Therapists, All Other",35133.87031,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,53800,Institutional,,,,,,,,,,,,,,,,,,
,,Veterinarians,82723.22792,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,91900,Institutional,,,,,,,,,,,,,,,,,,
,,Registered Nurses,3005211.563,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",71600,Institutional,,,,,,,,,,,,,,,,,,
,,Nurse Anesthetists,45792.74696,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",170100,Institutional,,,,,,,,,,,,,,,,,,
,,Nurse Midwives,6973.923191,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",103400,Institutional,,,,,,,,,,,,,,,,,,
,,Nurse Practitioners,185007.2305,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",106500,Institutional,,,,,,,,,,,,,,,,,,
,,Audiologists,14267.50516,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",76200,Institutional,,,,,,,,,,,,,,,,,,
,,"Health Diagnosing and Treating Practitioners, All Other",54378.70486,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,66600,Institutional,,,,,,,,,,,,,,,,,,
,,Clinical Laboratory Technologists and Technicians,329781.9405,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",52300,Institutional,,,,,,,,,,,,,,,,,,
,,Dental Hygienists,219120.1649,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",74900,Institutional,,,,,,,,,,,,,,,,,,
,,Cardiovascular Technologists and Technicians,57654.48857,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",57100,Institutional,,,,,,,,,,,,,,,,,,
,,Diagnostic Medical Sonographers,72492.41398,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",72700,Institutional,,,,,,,,,,,,,,,,,,
,,Nuclear Medicine Technologists,19664.40747,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",77200,Institutional,,,,,,,,,,,,,,,,,,
,,Radiologic Technologists,208274.3549,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",59600,Institutional,,,,,,,,,,,,,,,,,,
,,Magnetic Resonance Imaging Technologists,39744.35386,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",71900,Institutional,,,,,,,,,,,,,,,,,,
,,Emergency Medical Technicians and Paramedics,267936.8709,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",34300,Institutional,,,,,,,,,,,,,,,,,,
,,Dietetic Technicians,38214.47986,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",27100,Institutional,,,,,,,,,,,,,,,,,,
,,Pharmacy Technicians,420057.9294,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",32700,Institutional,,,,,,,,,,,,,,,,,,
,,Psychiatric Technicians,79749.5039,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",32900,Institutional,,,,,,,,,,,,,,,,,,
,,Respiratory Therapy Technicians,10298.21759,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",51200,Institutional,,,,,,,,,,,,,,,,,,
,,Surgical Technologists,112298.0591,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",47300,Institutional,,,,,,,,,,,,,,,,,,
,,Veterinary Technologists and Technicians,108825.2072,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",34400,Institutional,,,,,,,,,,,,,,,,,,
,,Ophthalmic Medical Technicians,55530.50979,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",36500,Institutional,,,,,,,,,,,,,,,,,,
,,Licensed Practical and Licensed Vocational Nurses,735978.8302,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",46000,Institutional,,,,,,,,,,,,,,,,,,
,,Medical Records and Health Information Technicians,216650.7379,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,40400,Institutional,,,,,,,,,,,,,,,,,,
,,"Opticians, Dispensing",73915.8636,,,Healthcare Practitioners and Technical,Job can be conducted virtually,37800,Institutional,,,,,,,,,,,,,,,,,,
,,Orthotists and Prosthetists,10029.77321,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",69800,Institutional,,,,,,,,,,,,,,,,,,
,,Hearing Aid Specialists,8904.604497,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,53300,Institutional,,,,,,,,,,,,,,,,,,
,,"Health Technologists and Technicians, All Other",133477.6582,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,43100,Institutional,,,,,,,,,,,,,,,,,,
,,Occupational Health and Safety Specialists,90225.82458,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",72900,Institutional,,,,,,,,,,,,,,,,,,
,,Occupational Health and Safety Technicians,18661.61199,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",50800,Institutional,,,,,,,,,,,,,,,,,,
,,Athletic Trainers,29623.35085,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,47800,Retail/Services,,,,,,,,,,,,,,,,,,
,,Genetic Counselors,3183.748462,,,Healthcare Practitioners and Technical,Job can be made virtual with institutional investments and planning,80700,Office,,,,,,,,,,,,,,,,,,
,,"Healthcare Practitioners and Technical Workers, All Other",38459.91156,,,Healthcare Practitioners and Technical,"Cannot work remotely, essential",55500,Institutional,,,,,,,,,,,,,,,,,,
,,Home Health Aides,829389.71,,,Healthcare Support,"Cannot work remotely, essential",24200,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Psychiatric Aides,63118.53062,,,Healthcare Support,"Cannot work remotely, essential",29100,Institutional,,,,,,,,,,,,,,,,,,
,,Nursing Assistants,1506760.713,,,Healthcare Support,"Cannot work remotely, essential",28500,Institutional,,,,,,,,,,,,,,,,,,
,,Orderlies,53822.05336,,,Healthcare Support,"Cannot work remotely, essential",28000,Institutional,,,,,,,,,,,,,,,,,,
,,Occupational Therapy Assistants,43825.83799,,,Healthcare Support,Job can be made virtual with institutional investments and planning,60200,Institutional,,,,,,,,,,,,,,,,,,
,,Occupational Therapy Aides,8606.245098,,,Healthcare Support,Job can be made virtual with institutional investments and planning,28200,Institutional,,,,,,,,,,,,,,,,,,
,,Physical Therapist Assistants,95425.09316,,,Healthcare Support,Job can be made virtual with institutional investments and planning,58100,Institutional,,,,,,,,,,,,,,,,,,
,,Physical Therapist Aides,49127.36411,,,Healthcare Support,Job can be made virtual with institutional investments and planning,26300,Institutional,,,,,,,,,,,,,,,,,,
,,Massage Therapists,179835.0294,,,Healthcare Support,"Cannot work remotely, essential",39700,Institutional,,,,,,,,,,,,,,,,,,
,,Dental Assistants,353175.3793,,,Healthcare Support,"Cannot work remotely, essential",38700,Institutional,,,,,,,,,,,,,,,,,,
,,Medical Assistants,705854.0769,,,Healthcare Support,"Cannot work remotely, essential",33600,Institutional,,,,,,,,,,,,,,,,,,
,,Medical Equipment Preparers,58036.33849,,,Healthcare Support,"Cannot work remotely, essential",36300,Institutional,,,,,,,,,,,,,,,,,,
,,Medical Transcriptionists,62964.69674,,,Healthcare Support,Job can be conducted virtually,33400,Office,,,,,,,,,,,,,,,,,,
,,Pharmacy Aides,37701.45771,,,Healthcare Support,"Cannot work remotely, essential",26500,Institutional,,,,,,,,,,,,,,,,,,
,,Veterinary Assistants and Laboratory Animal Caretakers,97575.39861,,,Healthcare Support,"Cannot work remotely, essential",27600,Institutional,,,,,,,,,,,,,,,,,,
,,Phlebotomists,127373.0431,,,Healthcare Support,"Cannot work remotely, essential",34500,Institutional,,,,,,,,,,,,,,,,,,
,,"Healthcare Support Workers, All Other",96034.03481,,,Healthcare Support,"Cannot work remotely, essential",37900,Institutional,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Correctional Officers,44292.62981,,,Protective Service,"Cannot work remotely, essential",63300,Institutional,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Police and Detectives,123242.9687,,,Protective Service,"Cannot work remotely, essential",89000,Institutional,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Fire Fighting and Prevention Workers,65842.32488,,,Protective Service,"Cannot work remotely, essential",76300,Institutional,,,,,,,,,,,,,,,,,,
,,"First-Line Supervisors of Protective Service Workers, All Other",80712.71077,,,Protective Service,"Cannot work remotely, essential",49600,Institutional,,,,,,,,,,,,,,,,,,
,,Firefighters,327256.4164,,,Protective Service,"Cannot work remotely, essential",49600,Institutional,,,,,,,,,,,,,,,,,,
,,Fire Inspectors and Investigators,13354.90463,,,Protective Service,"Cannot work remotely, essential",62500,Institutional,,,,,,,,,,,,,,,,,,
,,Forest Fire Inspectors and Prevention Specialists,3073.450476,,,Protective Service,"Cannot work remotely, essential",39600,Institutional,,,,,,,,,,,,,,,,,,
,,Bailiffs,21061.4755,,,Protective Service,"Cannot work remotely, essential",45800,Institutional,,,,,,,,,,,,,,,,,,
,,Correctional Officers and Jailers,417194.1878,,,Protective Service,"Cannot work remotely, essential",44300,Institutional,,,,,,,,,,,,,,,,,,
,,Detectives and Criminal Investigators,109806.0193,,,Protective Service,Job can be made virtual with institutional investments and planning,81900,Institutional,,,,,,,,,,,,,,,,,,
,,Fish and Game Wardens,6415.776175,,,Protective Service,Job can be made virtual with institutional investments and planning,57700,Institutional,,,,,,,,,,,,,,,,,,
,,Parking Enforcement Workers,10820.43312,,,Protective Service,"Cannot work remotely, non-essential",39800,Retail/Services,,,,,,,,,,,,,,,,,,
,,Police and Sheriff's Patrol Officers,734812.6793,,,Protective Service,"Cannot work remotely, essential",61400,Institutional,,,,,,,,,,,,,,,,,,
,,Transit and Railroad Police,6160.00976,,,Protective Service,"Cannot work remotely, essential",74000,Institutional,,,,,,,,,,,,,,,,,,
,,Animal Control Workers,12190.81105,,,Protective Service,"Cannot work remotely, essential",36300,Institutional,,,,,,,,,,,,,,,,,,
,,Private Detectives and Investigators,39846.95646,,,Protective Service,Job can be made virtual with institutional investments and planning,50900,Office,,,,,,,,,,,,,,,,,,
,,Gaming Surveillance Officers and Gaming Investigators,11922.04827,,,Protective Service,Job can be made virtual with institutional investments and planning,32700,Institutional,,,,,,,,,,,,,,,,,,
,,Security Guards,1186092.63,,,Protective Service,"Cannot work remotely, essential",28500,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Crossing Guards,82263.69371,,,Protective Service,"Cannot work remotely, essential",29000,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",156617.3929,,,Protective Service,"Cannot work remotely, non-essential",22400,Institutional,,,,,,,,,,,,,,,,,,
,,Transportation Security Screeners,51334.85748,,,Protective Service,"Cannot work remotely, essential",41500,Institutional,,,,,,,,,,,,,,,,,,
,,"Protective Service Workers, All Other",143672.3978,,,Protective Service,"Cannot work remotely, essential",30700,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Chefs and Head Cooks,148017.6114,,,Food Preparation and Serving,"Cannot work remotely, essential",46000,Retail/Services,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Food Preparation and Serving Workers,980593.5136,,,Food Preparation and Serving,"Cannot work remotely, essential",32300,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, Fast Food",500565.8248,,,Food Preparation and Serving,"Cannot work remotely, essential",22200,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, Institution and Cafeteria",431632.4573,,,Food Preparation and Serving,"Cannot work remotely, essential",26800,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, Private Household",1965.331128,,,Food Preparation and Serving,"Cannot work remotely, non-essential",37500,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, Restaurant",1374159.603,,,Food Preparation and Serving,"Cannot work remotely, essential",26400,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, Short Order",163678.9946,,,Food Preparation and Serving,"Cannot work remotely, essential",23700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Cooks, All Other",24022.40605,,,Food Preparation and Serving,"Cannot work remotely, essential",28600,Retail/Services,,,,,,,,,,,,,,,,,,
,,Food Preparation Workers,836968.2295,,,Food Preparation and Serving,"Cannot work remotely, essential",23700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Bartenders,638396.8594,,,Food Preparation and Serving,"Cannot work remotely, non-essential",22600,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Combined Food Preparation and Serving Workers, Including Fast Food",3699587.317,,,Food Preparation and Serving,"Cannot work remotely, essential",21300,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",483360.3088,,,Food Preparation and Serving,"Cannot work remotely, non-essential",22300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Waiters and Waitresses,2602040.608,,,Food Preparation and Serving,"Cannot work remotely, non-essential",21800,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Food Servers, Nonrestaurant",272135.0621,,,Food Preparation and Serving,"Cannot work remotely, non-essential",23300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Dining Room and Cafeteria Attendants and Bartender Helpers,465502.6735,,,Food Preparation and Serving,"Cannot work remotely, essential",22300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Dishwashers,509520.3784,,,Food Preparation and Serving,"Cannot work remotely, non-essential",22700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",418703.7376,,,Food Preparation and Serving,"Cannot work remotely, non-essential",22200,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Food Preparation and Serving Related Workers, All Other",63015.47584,,,Food Preparation and Serving,"Cannot work remotely, essential",23900,Retail/Services,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Housekeeping and Janitorial Workers,200164.1492,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, essential",38100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",147241.383,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",42800,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2576000.861,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, essential",26200,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Maids and Housekeeping Cleaners,1482077.949,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",23400,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Building Cleaning Workers, All Other",17041.56677,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, essential",29500,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Pest Control Workers,84637.72666,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",35400,Industrial,,,,,,,,,,,,,,,,,,
,,Landscaping and Groundskeeping Workers,1281755.343,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",27900,Industrial,,,,,,,,,,,,,,,,,,
,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",29272.37679,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",34400,Industrial,,,,,,,,,,,,,,,,,,
,,Tree Trimmers and Pruners,65938.28293,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",33700,Industrial,,,,,,,,,,,,,,,,,,
,,"Grounds Maintenance Workers, All Other",17664.34249,,,Building and Grounds Cleaning and Maintenance,"Cannot work remotely, non-essential",30200,Industrial,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Gaming Workers,32589.70258,,,Personal Care and Service,"Cannot work remotely, non-essential",49400,Retail/Services,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Personal Service Workers,255249.0236,,,Personal Care and Service,"Cannot work remotely, non-essential",37300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Animal Trainers,37756.38705,,,Personal Care and Service,"Cannot work remotely, non-essential",27100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Nonfarm Animal Caretakers,285826.2463,,,Personal Care and Service,"Cannot work remotely, non-essential",24300,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Gaming Dealers,101972.7411,,,Personal Care and Service,"Cannot work remotely, non-essential",20700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Gaming and Sports Book Writers and Runners,13388.93872,,,Personal Care and Service,"Cannot work remotely, non-essential",25300,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Gaming Service Workers, All Other",11509.98647,,,Personal Care and Service,"Cannot work remotely, non-essential",28400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Motion Picture Projectionists,5409.071624,,,Personal Care and Service,"Cannot work remotely, non-essential",23700,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Ushers, Lobby Attendants, and Ticket Takers",143967.2604,,,Personal Care and Service,"Cannot work remotely, non-essential",22300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Amusement and Recreation Attendants,341071.5474,,,Personal Care and Service,"Cannot work remotely, non-essential",22400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Costume Attendants,7513.970374,,,Personal Care and Service,"Cannot work remotely, non-essential",41700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Locker Room, Coatroom, and Dressing Room Attendants",19959.45532,,,Personal Care and Service,"Cannot work remotely, non-essential",24100,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Entertainment Attendants and Related Workers, All Other",6100.487864,,,Personal Care and Service,"Cannot work remotely, non-essential",24400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Embalmers,4299.134126,,,Personal Care and Service,"Cannot work remotely, essential",44200,Retail/Services,,,,,,,,,,,,,,,,,,
,,Funeral Attendants,34897.84367,,,Personal Care and Service,"Cannot work remotely, essential",26400,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Morticians, Undertakers, and Funeral Directors",27508.5078,,,Personal Care and Service,"Cannot work remotely, essential",51700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Barbers,76558.32146,,,Personal Care and Service,"Cannot work remotely, non-essential",24900,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Hairdressers, Hairstylists, and Cosmetologists",710353.7411,,,Personal Care and Service,"Cannot work remotely, non-essential",25900,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Makeup Artists, Theatrical and Performance",3640.508194,,,Personal Care and Service,"Cannot work remotely, non-essential",63500,Retail/Services,,,,,,,,,,,,,,,,,,
,,Manicurists and Pedicurists,169987.7775,,,Personal Care and Service,"Cannot work remotely, non-essential",23700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Shampooers,21109.996,,,Personal Care and Service,"Cannot work remotely, non-essential",20300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Skincare Specialists,70443.06472,,,Personal Care and Service,"Cannot work remotely, non-essential",29700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Baggage Porters and Bellhops,44463.04564,,,Personal Care and Service,"Cannot work remotely, non-essential",24200,Retail/Services,,,,,,,,,,,,,,,,,,
,,Concierges,40725.57236,,,Personal Care and Service,Job can be made virtual with institutional investments and planning,30400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Tour and Travel Guides,63605.09443,,,Personal Care and Service,"Cannot work remotely, non-essential",28500,Retail/Services,,,,,,,,,,,,,,,,,,
,,Childcare Workers,1202028.239,,,Personal Care and Service,"Cannot work remotely, non-essential",20900,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Personal Care Aides,2465654.963,,,Personal Care and Service,"Cannot work remotely, non-essential",23900,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Fitness Trainers and Aerobics Instructors,364560.9465,,,Personal Care and Service,Job can be made virtual with institutional investments and planning,39300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Recreation Workers,394589.3058,,,Personal Care and Service,"Cannot work remotely, non-essential",25700,Institutional,,,,,,,,,,,,,,,,,,
,,Residential Advisors,135191.1232,,,Personal Care and Service,Job can be conducted virtually,27900,Office,,,,,,,,,,,,,,,,,,
,,"Personal Care and Service Workers, All Other",114616.2697,,,Personal Care and Service,"Cannot work remotely, non-essential",27100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Retail Sales Workers,1414395.163,,,Sales and Related,"Cannot work remotely, non-essential",37500,Retail/Services,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Non-Retail Sales Workers,357880.392,,,Sales and Related,"Cannot work remotely, non-essential",61700,Retail/Services,,,,,,,,,,,,,,,,,,
,,Cashiers,3642276.386,,,Sales and Related,"Cannot work remotely, non-essential",22400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Gaming Change Persons and Booth Cashiers,25801.53233,,,Sales and Related,"Cannot work remotely, non-essential",24900,Retail/Services,,,,,,,,,,,,,,,,,,
